1	17	0.0	1448051520000
2	76	0.0	1453283997000
2	76	0.0	1453295817000
3	17	0.0	1454168220000
4	67	0.0	1454456581000
5	17	0.0	1454599781000
6	83	0.0	1454722681000
6	83	0.0	1454756641000
6	83	0.0	1454802541000
7	15	0.0	1454808241000
7	15	0.0	1454810882000
6	83	0.0	1454818741000
7	15	0.0	1454825341000
8	17	0.0	1454856302000
6	83	0.0	1454886241000
9	83	0.0	1454898181000
7	15	1.0	1454900281000
7	15	1.0	1454921884000
6	83	0.0	1454967242000
6	83	0.0	1454973782000
6	83	0.0	1454978042000
6	83	0.0	1454980741000
6	83	0.0	1454981881000
7	15	1.0	1454986681000
6	83	0.0	1454987281000
10	39	0.0	1454991542000
6	83	0.0	1454991547000
6	83	0.0	1455006181000
11	80	0.0	1455026530000
6	83	0.0	1455050945000
6	83	0.0	1455052081000
6	83	0.0	1455053642000
4	67	1.0	1455054181000
7	15	1.0	1455059583000
6	83	0.0	1455060181000
4	67	1.0	1455060481000
4	67	0.0	1455064381000
6	83	0.0	1455065582000
7	15	1.0	1455073081000
12	83	0.0	1455079681000
6	83	0.0	1455096844000
6	83	0.0	1455108811000
6	83	0.0	1455115741000
12	83	0.0	1455122641000
6	83	0.0	1455135782000
6	83	0.0	1455143881000
12	83	0.0	1455144241000
7	15	1.0	1455145382000
6	83	0.0	1455145450000
6	83	0.0	1455146582000
7	15	1.0	1455159781000
12	83	0.0	1455171481000
6	83	0.0	1455183241000
13	67	0.0	1455188101000
14	76	0.0	1455189602000
12	83	0.0	1455215581000
8	17	0.0	1455219871000
15	15	1.0	1455223444000
6	83	0.0	1455227585000
16	67	0.0	1455229081000
17	80	0.0	1455229621000
7	15	1.0	1455231181000
6	83	0.0	1455232981000
7	15	1.0	1455233281000
18	80	0.0	1455234181000
12	83	0.0	1455240481000
7	15	1.0	1455246781000
6	83	0.0	1455251881000
12	83	1.0	1455261481000
10	39	0.0	1455275971000
6	83	0.0	1455280442000
12	83	0.0	1455285784000
12	83	0.0	1455287731000
7	15	1.0	1455290281000
12	83	0.0	1455294242000
6	83	0.0	1455302044000
6	83	0.0	1455305881000
6	83	0.0	1455313981000
12	83	0.0	1455325741000
19	17	0.0	1455410130000
19	17	0.0	1455411030000
19	17	0.0	1455411930000
19	17	0.0	1455411962000
19	17	0.0	1455420933000
19	17	0.0	1455421830000
19	17	0.0	1455421831000
19	17	0.0	1455421832000
19	17	0.0	1455421833000
20	17	0.0	1455422130000
21	17	0.0	1455480362000
22	76	0.0	1455848496000
23	13	0.0	1455853017000
24	13	0.0	1455853194000
24	13	0.0	1455853196000
23	13	0.0	1455853198000
24	13	0.0	1455853254000
24	13	0.0	1455853256000
24	13	0.0	1455853258000
23	13	0.0	1455853324000
23	13	0.0	1455853328000
23	13	0.0	1455853342000
24	13	0.0	1455853374000
23	13	0.0	1455879714000
24	13	0.0	1455880199000
23	13	0.0	1455880255000
22	76	0.0	1455883435000
23	13	0.0	1455886915000
25	39	0.0	1455901781000
25	39	0.0	1455901788000
23	13	0.0	1455914516000
2	76	0.0	1455971158000
2	76	0.0	1455971160000
2	76	0.0	1455987989000
2	76	0.0	1456005956000
26	17	0.0	1456020943000
26	17	0.0	1456020944000
26	17	0.0	1456020946000
26	17	0.0	1456020947000
26	17	0.0	1456020948000
26	17	0.0	1456020949000
26	17	0.0	1456021230000
26	17	0.0	1456021231000
26	17	0.0	1456021232000
26	17	0.0	1456021233000
23	13	0.0	1456047986000
23	13	0.0	1456048436000
27	69	0.0	1456065236000
28	76	0.0	1456117320000
2	76	0.0	1456147857000
23	13	0.0	1456148517000
23	13	0.0	1456156618000
23	13	0.0	1456156917000
29	80	0.0	1456177379000
29	80	0.0	1456179210000
29	80	0.0	1456212178000
2	76	0.0	1456217818000
29	80	0.0	1456222708000
23	13	0.0	1456223221000
23	13	0.0	1456223518000
23	13	0.0	1456223520000
29	80	0.0	1456226219000
29	80	0.0	1456226699000
29	80	0.0	1456226700000
23	13	0.0	1456229520000
23	13	0.0	1456229523000
29	80	0.0	1456237679000
2	76	0.0	1456250459000
22	76	0.0	1456260423000
22	76	0.0	1456260544000
22	76	0.0	1456260601000
2	76	0.0	1456265132000
30	17	0.0	1456267773000
30	17	0.0	1456267776000
30	17	0.0	1456267779000
30	17	0.0	1456267783000
30	17	0.0	1456267787000
30	17	0.0	1456267792000
31	15	0.0	1456268405000
31	15	0.0	1456268416000
31	15	0.0	1456268420000
32	17	0.0	1456268850000
32	17	0.0	1456268880000
33	17	0.0	1456268882000
2	76	0.0	1456269089000
29	80	0.0	1456269332000
29	80	0.0	1456269336000
33	17	0.0	1456269631000
31	15	0.0	1456270202000
29	80	0.0	1456270685000
29	80	0.0	1456275871000
2	76	0.0	1456276621000
29	80	0.0	1456277349000
22	76	0.0	1456293778000
2	76	0.0	1456299418000
24	13	1.0	1456307520000
23	13	1.0	1456308090000
34	51	0.0	1456308989000
27	69	0.0	1456325369000
2	76	0.0	1456356964000
2	76	0.0	1456356971000
35	83	1.0	1456357954000
2	76	0.0	1456358103000
35	83	1.0	1456360174000
2	76	0.0	1456361314000
29	80	0.0	1456363985000
2	76	0.0	1456374150000
22	76	0.0	1456378169000
22	76	0.0	1456378591000
29	80	0.0	1456381170000
5	17	0.0	1456382789000
31	15	1.0	1456383421000
23	13	1.0	1456393890000
23	13	1.0	1456393920000
23	13	1.0	1456393922000
23	13	1.0	1456394219000
2	76	0.0	1456394429000
23	13	1.0	1456394519000
29	80	0.0	1456395570000
2	76	0.0	1456399440000
29	80	0.0	1456399470000
24	13	0.0	1456400220000
29	80	0.0	1456407273000
36	80	0.0	1456409970000
29	80	0.0	1456410182000
22	76	0.0	1456410840000
22	76	0.0	1456423410000
4	67	0.0	1456425481000
2	76	0.0	1456432414000
35	83	1.0	1456435206000
27	69	0.0	1456437257000
35	83	1.0	1456439074000
5	17	0.0	1456439463000
5	17	0.0	1456440755000
37	17	0.0	1456443721000
29	80	0.0	1456446272000
29	17	0.0	1456448708000
37	17	0.0	1456448824000
2	76	0.0	1456452067000
29	80	0.0	1456453684000
7	15	0.0	1456456681000
35	83	1.0	1456458240000
7	15	0.0	1456471471000
23	13	1.0	1456479991000
23	13	1.0	1456479994000
29	80	0.0	1456481970000
29	80	0.0	1456482871000
29	80	0.0	1456482873000
29	80	0.0	1456484761000
29	80	0.0	1456486921000
29	80	0.0	1456490281000
38	80	0.0	1456492711000
2	76	0.0	1456508521000
29	80	0.0	1456517972000
29	80	0.0	1456521272000
35	83	1.0	1456522482000
29	80	0.0	1456522775000
35	83	1.0	1456524875000
2	76	0.0	1456528960000
6	83	0.0	1456529821000
6	83	0.0	1456530132000
6	83	0.0	1456530180000
22	76	0.0	1456531296000
29	80	0.0	1456532973000
29	80	0.0	1456542872000
29	80	0.0	1456542875000
2	76	0.0	1456552862000
29	80	0.0	1456557872000
29	80	0.0	1456569572000
29	80	0.0	1456574223000
27	69	0.0	1456576172000
27	69	0.0	1456585773000
29	80	0.0	1456589672000
2	76	0.0	1456590032000
29	80	0.0	1456592973000
2	76	0.0	1456600563000
2	76	0.0	1456600623000
2	76	0.0	1456600627000
2	76	0.0	1456600629000
2	76	0.0	1456600653000
2	76	0.0	1456600656000
2	76	0.0	1456600746000
2	76	0.0	1456600748000
2	76	0.0	1456600753000
2	76	0.0	1456600804000
2	76	0.0	1456600811000
2	76	0.0	1456600880000
2	76	0.0	1456600925000
2	76	0.0	1456601072000
2	76	0.0	1456601103000
2	76	0.0	1456601163000
2	76	0.0	1456601192000
2	76	0.0	1456601194000
2	76	0.0	1456601198000
2	76	0.0	1456601223000
2	76	0.0	1456601225000
2	76	0.0	1456601227000
2	76	0.0	1456601229000
2	76	0.0	1456601231000
2	76	0.0	1456601346000
2	76	0.0	1456601350000
2	76	0.0	1456601406000
2	76	0.0	1456601410000
2	76	0.0	1456601412000
